ID,Description,Entry_ID,Comparison_Meaning,Concepticon_ID,Media_IDs,Scientific_Name,Semantic_Domain,alt_translation1
SN001090,hyena (literally: shit leopard),LX001061,HYENA [1799],1799,,,zoological,hyène (littéralement: léopard des excréments)
SN001091,moth,LX001062,,,,,entomological,papillon de nuit
SN001092,stone,LX001063,STONE OR ROCK [2125],,,,,pierre
SN001093,"pálà stone, 'dzù': hit, hammer",LX001064,HAMMER [1481],1481,4a81cfbd55d1dbeb591252d686e88139,,,marteau
SN001094,ice,LX001065,ICE [617],617,,,,glace
SN001095,"story, tale",LX001066,STORY [2060],2060,,,,"histoire, conte"
SN001096,"male pubic apron, used to be made from leather",LX001067,,,aef78cbc2b49a409f2079413939cee67,,,"cache-sexe masculin, généralement en cuir"
SN001097,hoe,LX001068,HOE [284],284,d42304208df166f545b3b7e207f1e2f9,,,houe
SN001098,search,LX001069,,,,,,recherche
SN001099,"search (for a thing that was lost, at home, in the field,...)",LX001070,LOOK FOR [1468],,,,,"chercher (quelque chose qui était perdu, chez soi, au champ,...)"
SN001100,repair!; fit!,LX001071,,,,,,repare!; arrange!
SN001101,clay mixed with water to make bricks,LX001072,,,,,,argile mélangée à l’eau pour faire des briques
SN001102,gray; clay color,LX001073,,,,,,gris; de la couleur de l’argile
SN001103,scorpion,LX001074,SCORPION [1538],1538,,,,scorpion
SN001104,oil,LX001075,OIL (ORGANIC SUBSTANCE) [1484],,,,,huile
SN001105,leprosy,LX001076,,,,,,lèpre
SN001106,"scolopender, thin, fast",LX001077,FINE OR THIN [2157],,,,,scolopendre
SN001107,spread,LX001078,SPREAD OUT [38],,,,,eparpillé
SN001108,thanks,LX001079,,,,,,remerciement
SN001109,thank,LX001080,THANK (SOMBEODY) [2412],,,,,remercier
SN001110,dust,LX001081,DUST [2],2,,,,poussière
SN001111,ornament,LX001082,ORNAMENT [917],917,,,,ornement
SN001112,[question marker],LX001083,,,,,,
SN001113,kitchen,LX001084,KITCHEN [1365],1365,,,,cuisine
SN001114,kitchen in the place of sacrifices,LX001085,,,,,,cuisine située sur le lieu du sacrifice
SN001115,hangar; shed; veranda,LX001086,,,,,,hangar; abri; véranda
SN001116,copulate (from the point of view of man or woman),LX001087,COPULATE [549],549,,,,coucher ensemble (du point de vue de l’homme ou de la femme); s’accoupler; accouplement
SN001117,copulation,LX001088,,,,,,accouplement
SN001118,"cow; bovine (the animal that has been fattened for a long time (not less than 4 years), and is thefore large)",LX001089,COW (CLASSIFIER) [2168],,,,,bœuf gras (qui a été engraissé pendant au moins quatre ans)
SN001119,night,LX001090,NIGHT [1233],1233,,,,nuit
SN001120,"unidentified hard tree, as hard as ebony, resistant to termites, used to make walking sticks, war sticks",LX001091,,,,,botanical,"arbre à bois dur, comparable à l’ébène, qui sert à faire des cannes et des massues"
SN001121,lion,LX001092,,,,,,lion
SN001122,the largest hammer in the smithy,LX001092,,,,,,le plus gros des marteaux à la forge
SN001123,king,LX001092,LION [1386] ; KING [1508],,c56d13b0622f68e72771b876f6c37971,,,roi
SN001124,rot (about many things),LX001093,,,,,,pourrir (plusieurs choses)
SN001125,epidemic death,LX001094,,,,,,mort des suites d’une épidémie
SN001126,perish; rot,LX001095,,,,,,périr; pourrir
SN001127,important; wise,LX001096,IMPORTANT [1285],1285,,,,important; sage; responsable
SN001128,[question marker],LX001097,,,,,,
SN001129,[question marker for polar questions],LX001098,,,,,,
SN001130,normal,LX001099,,,,,,normal
SN001131,animals,LX001100,ANIMAL [619],619,,,,animaux; bêtes
SN001132,copulation; prostitution,LX001101,,,,,,acte sexuel; prostitution
SN001133,rope made from 'ráxbúá ngrá',LX001102,,,,,,corde faite de 'ráxbúá ngrá'
SN001134,a plant similar to hibiscus,LX001103,,,857c93ab48b19b93937e35582d1649e6,,botanical,plante qui ressemble à l’Hibiscus cannabinus
SN001135,hunt,LX001104,HUNT [1435],1435,,,,chasser
SN001136,hunt,LX001105,,,,,,chasse
SN001137,insulte,LX001106,,,,,,insulte
SN001138,insult!,LX001107,,,,,,insulte!
SN001139,entirely; completely,LX001108,,,,,,entièrement; complètement
SN001140,pipe through which air comes to the fire in the smithy,LX001109,,,,,,tuyère de la forge
SN001141,morning,LX001110,MORNING [1339],1339,,,,matin
SN001142,small shed,LX001111,,,,,,petit hangar en matériaux locaux pour ranger les ustensiles de cuisine
SN001143,sift,LX001112,,,,,,tamiser
SN001144,add more than is necessary,LX001113,,,,,,ajouter plus que nécessaire
SN001145,become thin,LX001114,,,,,,maigrir; tarir
SN001146,losing weight,LX001115,,,,,,perte de poids
SN001147,thing,LX001116,THING [738],738,,,,chose
SN001148,buy,LX001117,BUY [1869],1869,,,,acheter
SN001149,"entom weevil, family Curculionidae; used to be put on cloth or skin with which babies were attached to the mother. The insects were dead by that time. They were reputed to decrease stress on children",LX001118,,,,,entomological,"charançon, on mettait de ces insectes morts sur le pagne ou la peau d’animal dans lesquels le bébé est attaché sur le dos de sa mère. Cela était réputé calmer l’enfant"
SN001150,"god of children, symbolized by very small pots made from leather",LX001119,,,,,,"le dieu de enfants, représenté par des petits pots en cuir"
SN001151,one time,LX001120,ONE TIME [374],,,,,une fois
SN001152,"entom weevil, family Curculionidae; used to be put on cloth or skin with which babies were attached to the mother. The insects were dead by that time. They were reputed to decrease stress on children",LX001121,,,,,entomological,"charançon, on mettait de ces insectes morts sur le pagne ou la peau d’animal dans lesquels le bébé est attaché sur le dos de sa mère. Cela était réputé calmer l’enfant"
SN001153,dance,LX001122,,,,,,danse
SN001154,celebrate; dance,LX001123,DANCE [1879],1879,,,,faire la fête; danser
SN001155,foot; leg,LX001124,FOOT OR LEG [2098],,,,,pied; jambe
SN001156,oval,LX001125,,,,,,oval
SN001157,fill in a hole in the ground,LX001126,,,,,,combler un trou dans le sol
SN001158,hear; listen; know; feel,LX001127,EAR OR HEAR [2126] ; LISTEN [1608],,,,,écouter; entendre; savoir; sentir
SN001159,he heard,LX001128,,,,,,il a entendu
SN001160,babysit (i.e. take care of a baby by a person other than a parent),LX001129,,,,,,s’occuper d’un enfant (qui n’est pas le sien)
SN001161,waist,LX001130,WAIST [1681],1681,,,,hanches
SN001162,kidneys,LX001131,KIDNEY [489],489,,,,reins
SN001163,naked,LX001132,NAKED [590],590,,,,nu
SN001164,content of a stomach of any animal,LX001133,,,,,,contenu de la panse d’un animal
SN001165,"stick for turning couscous, sauce",LX001134,SAUCE [132],132,,,,"mouvette; bâton pour tourner la ‘boule’, pour remuer la sauce"
SN001166,vulva,LX001135,VULVA [1837],1837,,,,vulve; vagin
SN001167,drink; smoke,LX001136,DRINK [1401] ; SMOKE (INHALE) [1689]S,,,,,boire; fumer
SN001168,[referential past marker],LX001137,,,,,,[marqueur du passé référentiel]
SN001169,[hypothetical marker],LX001137,,,,,,[marqueur de l’hypothétique]
SN001170,come,LX001138,COME [1446],1446,,,,venir; descendre; arriver
SN001171,drink,LX001139,DRINK [1401],1401,,,,boire
SN001172,"a reddish, small ant that lives in the stalks of corn",LX001140,,,,,entomological,petite fourmi rougeâtre qui vit dans les tiges de mil
SN001173,meanness,LX001141,,,,,,méchanceté
SN001174,undress; take off something from the body (in old times skins of animal were worn),LX001142,UNDRESS [1755],1755,,,,"se déshabiller; enlever un vêtement (autrefois, on portait des peaux d’animaux)"
SN001175,climb,LX001143,CLIMB [1102],1102,,,,monter
SN001176,dregs,LX001144,,,,,,lie
SN001177,"a kind of plant, serves as a symbol of mourning used in funeral ceremonies",LX001145,,,,,botanical,plante utilisée en signe de deuil dans les cérémonies funéraires
SN001178,sunrise,LX001146,SUNRISE [2296],2296,,,,lever du soleil
SN001179,unidentified plant,LX001147,,,,,botanical,plante non-identifié
SN001180,he came back,LX001148,,,,,,il est revenu
SN001181,come! (pl.),LX001149,,,,,,venez!
SN001182,drink a part of something,LX001150,,,,,,boire une partie de
SN001183,come!,LX001151,,,,,,viens!
SN001184,he drank and went away,LX001152,,,,,,il a bu et il est parti
SN001185,clay pot for sauce,LX001153,,,,,,casserole pour la sauce
SN001186,saving,LX001153,,,0a1a6124b4fd46f5d905b745d059233a,,,épargne
SN001187,drink and come back,LX001154,,,,,,boire et revenir
SN001188,putting something,LX001155,,,,,,action de mettre quelque chose dans
SN001189,drinkable,LX001156,,,,,,buvable
SN001190,sugar,LX001157,SUGAR [862],862,,,,sucre
SN001191,silhouette; shadow; soul,LX001158,SHADE [1388] ; SOUL [811],,,,,silhouette; ombre; âme
SN001192,roast; grill,LX001159,ROAST (SOMETHING) [1962],,,,,rôtir; griller
SN001193,pole to which domestic animals are attached in a coral,LX001160,,,cba6203dc77535310db29b5c6907eddc,,,piquet auquel on attache les animaux dans l’enclos à bétail
SN001194,a type of dry grass used to build fences,LX001161,,,,,botanical,graminée servant à tresser les panneaux de paille
SN001195,come in,LX001162,,,,,,viens dedans
SN001196,nenuphar (literally: 'it drinks water'),LX001163,,,,,botanical,nénuphar (littéralement: 'il boit l’eau')
SN001197,unidentified plant,LX001164,,,,,botanical,plante non identifiée
SN001198,except not,LX001165,,,,,,sans oublier
SN001199,traditional flute,LX001166,,,,,,flûte traditionnelle en bois
SN001200,"anything that has not been husked (beans in their pods, peanuts in their shells, raw product)",LX001167,,,,,,"tout produit brut non décortiqué (haricot non écossé, arachide en coque)"
SN001201,shrub,LX001168,SHRUB [751],751,,,botanical,arbuste
SN001202,drink too much,LX001169,,,,,,boire à l’excès
SN001203,he made him drink,LX001170,,,,,,il l’a fait boir
SN001204,other; another,LX001171,OTHER [197],197,,,,un; autre
SN001205,except,LX001172,,,,,,regret; sauf; excepté
SN001206,somebody; some man,LX001173,SOMEONE [2422],2422,,,,quelqu’un
SN001207,a certain woman,LX001174,,,,,,une certaine femme
SN001208,something; another thing,LX001175,,,,,,quelque chose; autre chose
SN001209,drink more,LX001176,,,,,,boire plus
SN001210,empty a container by drinking; drink all,LX001177,,,,,,boire tout le contenu d’un récipient; avoir bu tout
SN001211,stick,LX001178,STICK [1295],1295,,,,bâton
SN001212,he drank all,LX001179,,,,,,il a tout bu
SN001213,descend!,LX001180,GO DOWN (DESCEND) [2014],,,,,descends!
SN001214,earwig,LX001181,,,,,entomological,forficules
SN001215,come!,LX001182,,,,,,viens!
SN001216,jaundice,LX001183,,,,,,jaunisse
SN001217,drink! (pl.),LX001184,,,,,,buvez!
SN001218,come down! (pl.),LX001185,,,,,,descendez!
SN001219,broom,LX001186,BROOM [245],245,,,,balai
SN001220,luck,LX001187,GOOD LUCK [720],,,,,chance
SN001221,"rope, ropes",LX001188,ROPE [1218],1218,,,,cord(es)
SN001222,tire,LX001189,GET TIRED [1996],,,,,fatiguer
SN001223,obscure,LX001190,OBSCURE [1764],1764,,,,sombre
SN001224,real,LX001191,,,,,,réel; bien
SN001225,pull,LX001192,PULL [1455],1455,,,,arracher
SN001226,pull,LX001193,PULL [1455],1455,,,,arracher
SN001227,pull out!,LX001194,PULL OUT [2325],,,,,arrache!
SN001228,onion,LX001195,ONION [2366],2366,,,botanical,oignon
SN001229,nine,LX001196,NINE [1483],1483,,,,neuf
SN001230,nine,LX001197,NINE [1483],1483,,,,neuf
SN001231,hard,LX001198,HARD [1884],1884,,,,dur
SN001232,completely,LX001199,,,,,,complètement; tout
SN001233,hardly visible,LX001200,,,,,,inaperçu
SN001234,spit,LX001201,SPIT [1440],1440,,,,cracher
SN001235,door,LX001202,DOOR [1567],1567,,,,porte
SN001236,eight,LX001203,EIGHT [1705],1705,,,,huit
SN001237,women foot ornament,LX001204,,,,,,parure que les femmes portent au pied
SN001238,take off one thing from another; shave,LX001205,SHAVE [231],231,,,,ôter une chose d’une autre; raser; ramasser
SN001239,sharp; pointed,LX001206,SHARP [1396],1396,,,,tranchant; pointu
SN001240,kneeling,LX001207,,,,,,position à genou agenouillement
SN001241,kneel,LX001208,KNEEL [66],66,,,,s’agenouiller
SN001242,enemy,LX001209,ENEMY [1358],1358,,,,ennemi
SN001243,small beads worn around the neck,LX001210,,,,,,toutes petites perles multicolores portés autour du cou
SN001244,send,LX001211,SEND [1127],1127,,,,envoyer
SN001245,possibility,LX001212,,,,,,possibilité; chance
SN001246,pull,LX001213,PULL [1455],1455,,,,tirer
SN001247,libation ceremony; recovery,LX001214,,,,,,sacrifice de libations; recouvrement
SN001248,collect; recover; gather,LX001215,GATHER [7],7,,,,collecter; ramasser; recouvrer
SN001249,"a room reserved for traditional cult, only among people who have undergone intitiation",LX001216,,,,,,"pièce réservée au culte traditionel, uniquement chez les initiés"
SN001250,metal bracelet,LX001217,,,,,,bracelet en metal porté généralement par les femmes
SN001251,bracelet for twins or for a parent of twins,LX001218,,,bd29af6a3b183bee6f9663eb944d8b05,,,bracelet pour les jumeau ou pour parents de jumeaux
SN001252,a bracelet made for the sixth child or for a parent who had a sixth child,LX001219,,,120b73a064c16dd7f226a8dcc0748384,,,bracelet fabriqué pour un sixième enfant ou pour un parent qui a eu un sixième enfant
SN001253,become,LX001220,BECOME [1990],1990,,,,devenir
SN001254,designate; name,LX001221,,,,,,nommer; désigner; appeler
SN001255,codes previous mention,LX001222,,,,,,"code le fait d’avoir mentionné précédemment; ce, cet (dont on a déjà parlé)"
SN001256,cut; etch,LX001223,CUT (WITH KNIFE) [2156],,,,,couper
SN001257,[third person subject pronoun],LX001224,,,,,,[pronom-sujet de 3e personne du singulier]
SN001258,roughcast; put clay to fill the holes; build,LX001225,BUILD [1840],1840,,,,crépir; maçonner; boucher les trous avec de l’argile
SN001259,massive penetration,LX001226,,,,,,pénétration massive; invasion
SN001260,"penetrate massively; about people, animals, things, filling a room, a hole",LX001227,,,,,,"envahir; pénétrer massivement (gens, animaux, choses) au point de remplir (une pièce, un trou)"
SN001261,wild dangerous animals,LX001228,,,,,,animaux sauvages dangereux
SN001262,baptism; blessing,LX001229,,,,,,baptême; bénédiction
SN001263,dawn,LX001230,DAWN [729],729,,,,aube
SN001264,plural form of 'tsghá' send,LX001231,,,,,,forme plurielle de 'tsghá' envoyer
SN001265,quarter an animal; cut the bones,LX001232,,,,,,découper un animal; couper les os
SN001266,husk; open; burst,LX001233,OPEN [1156],1156,,,,décortiquer; ouvrir; écosser
SN001267,cough!,LX001234,COUGH [879],879,,,,tousse!; toux
SN001268,sweep,LX001235,SWEEP [230],230,,,,balayer
SN001269,trade,LX001236,TRADE [898],898,,,,faire de commerce
SN001270,settle; purify,LX001237,,,,,,décanter; purifier
SN001271,chief of quarter of village,LX001238,,,,,,chef de quartier dans une village
SN001272,African mahogany,LX001239,,,,khaya senegalensis,botanical,caïlcédrat
SN001273,cut in two (he split something into two),LX001240,,,,,,trancher; couper en deux (il a coupé quelque chose en deux)
SN001274,have a diarrhea,LX001241,,,,,,avoir la diarrhee
SN001275,diarrhea,LX001242,DIARREA [1177],1177,,,,diarrhee
SN001276,biting louse,LX001243,,,,,entomological,pou
SN001277,research; investigation (e.g. of a person who committed a theft),LX001244,,,,,,recherche; enquête (par exemple pour une personne qui a commis un vol)
SN001278,flea,LX001245,FLEA [232],232,,,entomological,puce de chiens et d’autres animaux
SN001279,pubic louse,LX001246,,,,Siphunculata,entomological,morpion; pou du pubis
SN001280,head louse; nit,LX001247,HEAD LOUSE [310],,,,entomological,pou de la tête
SN001281,body louse; literally: cloth louse,LX001248,BODY LOUSE [311],,,,entomological,pou de vêtements
SN001282,a string of small cowrie worn on the back,LX001249,,,,,,de très petit cauris blanc porté verticalement sur le dos
SN001283,kingfisher,LX001250,KINGFISHER [2444],2444,,,ornithological,martin-pêcher
SN001284,catch,LX001251,CATCH [702],702,,,,tirer; attraper
SN001285,lower grinding stone,LX001252,,,,,,pierre concave à moudre (meule dormante)
SN001286,road; passage,LX001253,PATH OR ROAD [2457],,,,,route; passage
SN001287,exactly,LX001254,,,,,,exactement; précisement
SN001288,sheep,LX001255,SHEEP [1331],1331,,,,mouton
SN001289,expel from body; expel; write; trace; found (institution),LX001256,,,,,,expulser; écrire; tracer; fonder; defequer
SN001290,write; draw,LX001257,WRITE [1672],1672,,,,écrire; tracer
SN001291,rat,LX001258,RAT [1490],1490,,,,rat
SN001292,on,LX001259,UP OR ABOVE [2379],,,,,sur
SN001293,well,LX001260,,,,,,bien!; bon!
SN001294,fetch,LX001261,,,,,,aller chercher; puiser
SN001295,[locative]; on; into; at; for,LX001262,UP OR ABOVE [2379],,,,,[locative]; sur; à l’intérieur; à; pour
SN001296,[past tense marker],LX001263,,,,,,
SN001297,"[comment marker]; [focus marker]; [marker of roles other than the subject, in particular object]; [instrumental]",LX001264,,,,,,
SN001298,burst,LX001265,BREAK (DESTROY OR GET DESTROYED) [680],,,,,eclater
SN001299,[imperfective marker],LX001266,,,,,,
SN001300,[referential suffix on verbs],LX001267,,,,,,
SN001301,be nasty,LX001268,,,,,,être méchant
SN001302,specifically at a given place,LX001269,,,,,,en un lieu précis
SN001303,name given to the middle wife,LX001270,,,,,,when one has three wives
SN001304,between,LX001271,BETWEEN [689],689,,,,entre; parmi
SN001305,tobacco,LX001272,TOBACCO [974],974,,,,le tabac
SN001306,on,LX001273,,,,,,dessus
SN001307,[male name],LX001274,,,,,,
SN001308,pull out,LX001275,PULL OUT [2325],,,,,creuser; tirer la corde; arracher; cueillir; plumer
SN001309,"fetch from one pot and put into another, or fetch and go down",LX001276,,,,,,"transvaser d’un canari dans l’autre, ou verser et descendre"
SN001310,one,LX001277,ONE [1493],1493,,,,un
SN001311,female hip ornament made from cowrie,LX001278,,,,,,"parure féminine en cauris, portée autour des reins"
SN001312,basket,LX001279,BASKET [1539],1539,2f49094775fa9dea6f29555d12d3f17e,,,panier
SN001313,powder of couchgrass,LX001280,,,,,,poudre de chiendent
SN001314,hibiscus,LX001281,,,,,botanical,hibiscus
SN001315,learn,LX001282,LEARN [504],504,,,,apprendre
SN001316,pomegranate,LX001283,,,,Punica granatum,botanical,grenadier
SN001317,fetch and bring,LX001284,,,,,,aller chercher et apporter
SN001318,fig tree,LX001285,,,f189f27f6e47d23895fbd3ed2c39d0b2,ficus polita,botanical,figuier
SN001319,shake,LX001286,SHAKE [1909],1909,,,,secouer
SN001320,never,LX001287,NEVER [1656],1656,,,,jamais
SN001321,referring to sunset; [ideophone],LX001288,,,,,,ideophone relatif au coucher du soleil
SN001322,"silk hat worn when there is tribal war or a serious event, e.g. mourning",LX001289,,,3b6eff5b234aad5488e121fce36aa19f,,,"chapeau en soie, porté en cas de guerre tribale ou de malheur (décès, grave problème, etc.)"
SN001323,sharpen,LX001290,SHARPEN (SOMETHING) [251],,,,,aiguiser
SN001324,"small empty metal can (of sardines, tomatoes, etc) thrown out",LX001291,,,,,,"petite boîte de conserves vide (sardines à l’huile, concentré de tomate) qu’on jette à la poubelle"
SN001325,big drum,LX001292,,,,,,gros tambour
SN001326,round,LX001293,ROUND [1395],1395,,,,rond
SN001327,each,LX001294,,,,,,chacun; un par un
SN001328,round,LX001295,ROUND [1395],1395,,,,rond
SN001329,round gourd,LX001296,,,,,,calebasse ronde
SN001330,round,LX001297,ROUND [1395],1395,,,,rond
SN001331,then; after; finally; already,LX001298,AFTER [1685],1685,,,,puis; après; finalement; enfin; déjà
SN001332,first,LX001299,FIRST [728],728,,,,premier
SN001333,[third person plural],LX001300,,,,,,
SN001334,[third person honourable],LX001301,,,,,,
SN001335,[third person plural],LX001302,,,,,,
SN001336,first,LX001303,FIRST [728],728,,,,premièrement
SN001337,first,LX001304,FIRST [728],728,,,,premier
SN001338,have added something liquid,LX001305,,,,,,avoir ajoute quelque chose de liquide
SN001339,first,LX001306,FIRST [728],728,,,,premièrement
SN001340,dung beetle,LX001307,,,,heliocopris,entomological,insect; bousier
SN001341,fetch something for somebody,LX001308,,,,,,aller chercher quelque chose pour quelqu'un
SN001342,he fetched out everything,LX001309,,,,,,avoir tout cherché; etre allé chercher tout
SN001343,taste!,LX001310,,,,,,goûte!
SN001344,one,LX001311,ONE [1493],1493,,,,un; seul
SN001345,sexually transmitted disease,LX001312,,,,,,gonococcie
SN001346,be broken; to have broken,LX001313,BROKEN [588],588,,,,avoir cassé; être cassé
SN001347,he took out,LX001314,,,,,,il a puisé
SN001348,a kind of tree,LX001315,,,,Boswellia dalzielii,botanical,espèce d'arbre
SN001349,cry,LX001316,,,,,,pleurs
SN001350,be fermented,LX001317,,,,,,"être fermenté (bière, lait)"
SN001351,cry,LX001318,CRY [1839],1839,,,,pleurer
SN001352,find,LX001319,FIND [719],719,,,,trouver
SN001353,orphan; literally: cry of the dog,LX001320,ORPHAN [1149],1149,,,,orphelin; littéralement: pleurs de chien
SN001354,begin; be first,LX001321,BEGIN [1806],1806,,,,commencer; débuter; se mettre à; être le premier à
SN001355,finch cordon bleu,LX001322,,,,,ornithological,oiseau; cordon bleu
SN001356,monkey,LX001323,MONKEY [1350],1350,,,zoological,singe
SN001357,sickle,LX001324,SICKLE [341],341,,,,faucille
SN001358,large sickle to cut branches of trees,LX001325,,,,,,grande faucille pour couper les branches
SN001359,body,LX001326,BODY [1480],1480,,,,corps
SN001360,unidentified plant,LX001327,,,,,botanical,plante non-identifié
SN001361,give,LX001328,GIVE [1447],1447,,,,donner
SN001362,give!,LX001329,,,,,,donne!
SN001363,area; space,LX001330,,,,,,aire; espace
SN001364,give to someone,LX001331,GIVE [1447],1447,,,,donner à quelqu’un
SN001365,dragonfly,LX001332,DRAGONFLY [2352],2352,,,entomological,libellule; odonata
SN001366,give more,LX001333,,,,,,donner plus
SN001367,give to me,LX001334,,,,,,donne-moi
SN001368,having given,LX001335,,,,,,avoir donné
SN001369,vomit,LX001336,,,,,,vomissement
SN001370,vomit!,LX001337,VOMIT [1278],1278,,,,vomis!
SN001371,return,LX001338,COME BACK [581],,,,,retourner
SN001372,leaf beatle,LX001339,,,,Chrysomelidae,entomological,chrysomèle
SN001373,field,LX001340,FIELD [212],212,,,,champ
SN001374,unidentified tree,LX001341,,,,,botanical,arbre non-identifié
SN001375,ray of of the sun at sunrise only,LX001342,,,,,,rayon de soleil au moment son lever
SN001376,throw!,LX001343,THROW [1456],1456,,,,jete!
SN001377,visionary practice to foresee upcoming harm or to take someone from the hands of a soul-eater,LX001344,,,,,,pratique divinatoire pour prévoir le malheur à venir ou arracher quelqu'un des mains d’un mangeur d’âmes
SN001378,make divinations with stones,LX001345,,,,,,pratiquer la divination avec des cailloux
SN001379,a kind of tree,LX001346,,,,Isoberlinia tomentosa,botanical,espèce d'arbre
SN001380,throw more,LX001347,,,,,,jeter plus
SN001381,fire,LX001348,FIRE [221],221,,,,feu
SN001382,light,LX001349,LIGHT (IGNITE) [737],,,,,allumer
SN001383,grasshopper,LX001350,GRASSHOPPER [607],607,,annacridium melanorhodon,entomological,sauterelle
SN001384,passage of time,LX001351,,,,,,laps de temps
SN001385,spend time,LX001352,,,,,,passer
SN001386,a kind of insect,LX001353,,,,"homoxyrrhepes punctipennis, Orthoptera",entomological,insectie
SN001387,bush; shrub,LX001354,BUSH [1683],1683,,,,arbuste
SN001388,year,LX001355,YEAR [1226],1226,,,,année
SN001389,the jump,LX001356,,,,,,le saut
SN001390,jump,LX001357,JUMP [1829],1829,,,,sauter
SN001391,descend by jumping,LX001358,,,,,,descendre en sautant
SN001392,jump up,LX001359,,,,,,sauter sur
SN001393,jump and escape,LX001360,,,,,,sauter et s'échapper
SN001394,depart jumping,LX001361,,,,,,être parti en sautillant
SN001395,jump up here,LX001362,,,,,,sauter vers ici
SN001396,descend,LX001363,GO DOWN (DESCEND) [2014],,,,,descendre
SN001397,jump up here,LX001364,,,,,,sauter vers ici
SN001398,red mangouste,LX001365,,,,,zoological,mangouste rouge
SN001399,jump inside,LX001366,,,,,,sauter dedans
SN001400,jump around,LX001367,,,,,,sauter au tour; sauter dessus
SN001401,goliath-beetle,LX001368,,,,Goliathus giganteus,entomological,insecte
SN001402,jump across,LX001369,,,,,,traverser en sautant
SN001403,have lit a fire,LX001370,,,,,,avoir allumé le feu dedans
SN001404,light a fire,LX001371,LIGHT (IGNITE) [737],,,,,allumer un feu
SN001405,eggplant,LX001372,AUBERGINE [1146],1146,,,,aubergine
SN001406,unidentified plant,LX001373,,,,,botanical,plante non identifiée
SN001407,beans,LX001374,BEAN [832],832,,,,haricot
SN001408,red niebe beans,LX001375,,,542ba695d5ca8b55ec08d7f56a7ec078,,botanical,niebbé de couleur rouge
SN001409,red-leaved fig,LX001376,,,,Ficus ingens,botanical,espèce d'arbre
SN001410,lighting,LX001377,,,,,,allumage
SN001411,jumping,LX001378,,,,,,sautillement
SN001412,"an ornamental rope carried by men, starting at the right arm",LX001379,,,b5af26f856ebb856ac1376b605ef7edb,,,longue corde décorative portée en bandoulière par les hommes
SN001413,small; young (about animals),LX001380,SMALL (NOT TALL) [2484] ; YOUNG [1207],,,,,petit; jeune (pour un animal)
SN001414,sift,LX001381,,,,,,vanner
SN001415,python,LX001382,PYTHON [1563],1563,,,zoological,python
SN001416,rooster,LX001383,ROOSTER [1511],1511,,,zoological,coq
SN001417,a kind of tree,LX001384,,,,Ficus cordata lecardii,botanical,espèce d'arbre
SN001418,stroll,LX001385,,,,,,balade
SN001419,dawn,LX001386,DAWN [729],729,,,,aube
SN001420,gather; take,LX001387,GATHER [7],7,,,,rassembler; ramasser
SN001421,[question marker],LX001388,,,,,,
SN001422,[interrogative particle],LX001389,,,,,,
SN001423,mouth,LX001390,MOUTH [674],674,,,,bouche
SN001424,who,LX001391,WHO [1235],1235,,,,qui
SN001425,how,LX001392,HOW [1239],1239,,,,comment
SN001426,[negative marker],LX001393,,,,,,
SN001427,turn; surround,LX001394,TURN (SOMETHING) [1445],,,,,tourner autour; entourer
SN001428,which one,LX001395,WHICH [727],727,,,,lequel
SN001429,here; [presentative],LX001396,HERE [136],136,,,,voici
SN001430,ceiling arranged to serve as granary,LX001397,,,,,,plafon amenagé pour servir comme grenier
SN001431,mouth; edge,LX001398,MOUTH [674],674,,,,"bouche; bord (d’une natte, etc.)"
SN001432,fight,LX001399,FIGHT [1423],1423,,,,lutter
SN001433,fight,LX001400,,,,,,lutte
SN001434,large pot,LX001401,,,8ee6771c0aebd2bca5031b43dddf42ad,,,"grand canari pour conserver l’eau, la farine, les restes de repas pour les enfants, ou pour préparer la bière"
SN001435,competition,LX001402,,,,,,compétition
SN001436,lapidate!,LX001403,,,,,,lapide!
SN001437,kill,LX001404,KILL [1417],1417,,,,tuer
SN001438,throw in the direction,LX001405,,,,,,lancer; jeter; lapider
SN001439,type of couch grass,LX001406,,,,,botanical,variété du chien dent
SN001440,a pot used as beehive,LX001407,,,,,,poterie utilisée comme ruche pour élever des abeilles
SN001441,they made the traditional competition,LX001408,,,,,,ils ont fait une compétition traditionélle
SN001442,take out,LX001409,,,,,,faire sortir
SN001443,small cultivated grain,LX001410,,,8c5c286ac999de7b3112df6c5277ded3,,botanical,"mil pénicillaire ou petit mil, appelé localement ‘fonio’"
SN001444,door; entrance,LX001411,DOOR [1567],1567,,,,porte d’entré
SN001445,according,LX001412,,,,,,selon; d'après
SN001446,sand,LX001413,SAND [671],671,,,,sable
SN001447,stroll; a walk,LX001414,FOOT OR WALK [2450],,,,,balade; marche; promenade
SN001448,a type of hay used for roofing,LX001415,,,,,botanical,variété de chaume utilisé pour couvrir le toit
SN001449,scream,LX001416,,,,,,crier
SN001450,scream,LX001417,SCREAMING [2522],2522,,,,cri
SN001451,scream; cry; cry!,LX001418,CRY [1839],1839,,,,crier; scream; crie!
SN001452,scream,LX001419,,,,,,crier
SN001453,worship,LX001420,WORSHIP [257],257,,,,rendre un culte
SN001454,[presentative marker]; here; since,LX001421,HERE [136],136,,,,[marque du presentatif]; voici; puisque
SN001455,there,LX001422,THERE [1937],1937,,,,voici
SN001456,knowledge; wisdom,LX001423,,,,,,savoir; connaissance; sagesse
SN001457,big-bellied,LX001424,,,,,,qui a un gros ventre
