ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Media_IDs,Sense_IDs,alt_translation1
XV000694,xed,tsɗá-ghw-tsɗá tá xàɗík tà ghǝ́ŋgà kfùr,,,he gathered the soil from a metal plate,,,,SN001238,il a ramassé de la terre qui se trouvait dans une assiette en métal
XV000695,xed,tsɗá-tsɗà,,,to gather in one place and put in another,,,,SN001238,prendre quelque chose quelque part pour le mettre ailleurs
XV000696,xed,tsɗá hpú,,,to gather flour,,,,SN001238,prendre de la farine
XV000697,xed,tsə́lɓá tsə́lɓá,,,he kneeled,,,,SN001241,il s’est agenouillé
XV000698,xed,tsə́lɓá-ná-tsə́lɓá,,,he made him kneel down,,,,SN001241,il l’a fait s’agenouiller
XV000699,xed,tsghá lwì,,,send a message,,,a56fb190bd028ade6dd2464f486d9337,SN001244,transmettre message
XV000700,xed,tsghà-gá-ghà-tsghà,,,he sent something,,,28e1f7aad8d89744df9151f5100ece3c,SN001244,il a envoyé quelque chose
XV000701,xed,tsghá-ghá-tsghá,,,he sent out,,,,SN001244,il a envoyé
XV000702,xed,tsghá-gh-ò-tsghá,,,he sent already,,,1c7a0aeda48bc0acf446999d62227dd5,SN001244,il a déjà envoyé
XV000703,xed,tsghà-k-tsghà tá ceedì,,,'he sent money in,,,,SN001244,il a envoyé ici de l’argent (vers le lieu d’où l’on parle)
XV000704,xed,tsghá-m-tsghá,,,he put the hand in,,,,SN001244,il a mis la main dedans
XV000705,xed,tsghà-n-tsghà,,,he tried to send,,,,SN001244,il a essayé d’envoyer
XV000706,xed,tsghá-n-tsghà,,,he sent to him,,,,SN001244,il lui a envoyé
XV000707,xed,tsghá-p-tsghá,,,he emptied the container and sent away the content,,,,SN001244,il a vidé le récipient et en a balancé le contenu
XV000708,xed,tsghíntsghá,,,he already sent,,,,SN001244,il a déjà envoyé
XV000709,xed,"tskáy, tà tsk-áy-lú tá vghá",,,Do people gather as they used to?,,,,SN001248,Est-ce que les gens se regroupent comme jadis?
XV000710,xed,tská-f tská-lù tá hlká,,,one has gathered the stalks of corn,,,,SN001248,on a ramassé les tiges de mil
XV000711,xed,kà tsà-f-tá-xə̀ŋ tá xgà tsá gúyá tá ghə́´ŋ-á-táŋ yá,,,And they named their association AERT,,,,SN001254,et ils ont appelé leur association AERT
XV000712,xed,tsá-f-tsà,,,"cut and put on, e.g. cut the stomach of an animal and put its content on stones, for divination",,,,SN001256,"couper et disposer sur (quelque chose); par exemple, inciser la panse d’un animal et en disposer le contenu sur des pierres, pour pratiquer la divination; appliquer une décor sur une poterie"
XV000713,xed,tsá-tsá tá búf,,,he cut the lungs (of animal),,,,SN001256,il a coupé les poumons (d’un animal)
XV000714,xed,ts-ú-v-tsà (tá vghánì),,,he cut himself (no other object may be added),,,,SN001256,il s’est coupé (aucun autre objet ne peut être ajouté)
XV000715,xed,tsùɓá tsùɓá tá màhlák,,,he evened up the wall (damaged by rain),,,,SN001258,il a lissé le mur (qui avait été abîmé par la pluie)
XV000716,xed,tsìɗà-dá-m-tsìɗà mdúxà dà dzùgùví,,,a crowd entered the room,,,,SN001260,un foule envahit la chambre
XV000717,xed,ts-á-ghá-ghátá-mú tá ɗélèwér,,,we sent papers,,,,SN001264,nous avons evoyé les papiers
XV000718,xed,tsàhlá tsàhlá tá ghùɗíf,,,he cut the bones,,,,SN001265,il a coupé les os
XV000719,xed,tsíhlà-p-tsíhlà tá xìyà,,,he husked the corn i.e. to husk fresh guinea corn to eat it raw,,,,SN001266,il a fait sortir le mil de sa panicule (pour le manger cru)
XV000720,xed,tsúhà-tsúhà,,,he coughed,,,,SN001267,il a toussé
XV000721,xed,tsúh-ín-tsúhà tá másáɓì/ màgàsàr,,,"he coughed ('másá?ì': the flu/tubercolosis), the only object allowed with this verb",,,,SN001267,il a toussé; ('másá?ì': grippe/tuberculose); c’est le seul objet admis avec ce verbe
XV000722,xed,tsúkwá-f- tsúkwà tá wít xgà,,,he swept the entrance to the house,,,,SN001268,il a balayé l’entrée de la maison
XV000723,xed,tsákál-íxà-tsákálá tá wì,,,"he sold me a lie, he lied to me",,,,SN001269,"il m’a vendu un mensonge, il m’a menti"
XV000724,xed,tsálá-tsálá ìmí,,,water settled,,,,SN001270,l’eau a décanté
XV000725,xed,tsálá-ná-tsálá t-ìmí,,,he made the water settle,,,,SN001270,il a fait décanter l’eau
XV000726,xed,tsírátsírá zwàŋ tá tsírákù,,,the child had diarrhea,,,,SN001274,l’enfant a eu la diarrhée
XV000727,xed,kà tsù’wà-gá-f-tá-tsí,,,He pulled up (the lion),,,,SN001284,Il a tiré (le lion)
XV000728,xed,tsù’wà-f-tsù’wà tá wì,,,he replied,,,,SN001284,il a répondu
XV000729,xed,tsù’wà-f-tsù’wà tá lgùt,,,he received cloth,,,,SN001284,il a reçu le vêtement
XV000730,xed,"txà-f-txà, txá-txà, txá (tá ghúví)",,,to defecate,,,,SN001289,deposer (le excrément)
XV000731,xed,txá tá ràɗí,,,to fart,,,,SN001289,péter
XV000732,xed,txà-txà,,,he wrote,,,,SN001290,il a écrit
XV000733,xed,txà-f-txà tá tìlì tà kwàtá ghǝ́ŋ,,,he drew a moon on a head calabash,,,,SN001290,il a dessiné la lune sur une calebasse de tête
XV000734,xed,tà t-áy-lú tá ɗàlì mà xìlbá,,,the sauce is served in the xilba pot,,,,SN001294,on serve le sauce dans le casserole hilba
XV000735,xed,tá-f-tá tá ɗàlì,,,he fetched the sauce and put it on something,,,,SN001294,il a été chercher la sauce et l’a mise quelque part
XV000736,xed,tùtà sígà,,,the pot burst,,,,SN001298,la poterie a éclaté
XV000737,xed,tà-n-tà tá sígà,,,he tried to burst the pot,,,,SN001298,il a essayé de faire éclater la poterie
XV000738,xed,táɓ tù lúumà tà grì’í,,,I think it is exactly at the market,,,,SN001302,je pense que c’est précisément au marché
XV000739,xed,màrkwà tàbú,,,"middle wife; i.e. wife married after another wife; see 'màrkwà sánághà': the last wife, i.e. the wife married last (used only in reference to a situation when one has several wives) These terms are used with respect to one’s own wife and other people’s wives",,,,SN001303,"deuxième épouse (i.e. femme épousée après une autre); la dernière épouse, i.e. la femme épousée en dernier (ne s’emploie que dans le cadre d’un mariage polygyne). Ces termes s’emploient pour désigner l’une de ses propres épouses ou l’une de celles de quelqu'un d’autre."
XV000740,xed,mà tàbá tsá mdùxà í’í,,,I am in the middle of these people,,,,SN001304,je suis parmi ces gens
XV000741,xed,tɗ-íŋ-tɗà,,,"pull completely, uproot",,,,SN001308,"arracher, déraciner"
XV000742,xed,tɗ-íŋ-tɗà tá zlúzlúk,,,he pulled out a feather,,,,SN001308,il a arraché une plume
XV000743,xed,tɗ-ú-tɗà,,,"pull a lot, collapse (about river shore, house)",,,,SN001308,"s’effondrer (berges de fleuve, maison)"
XV000744,xed,tághá-ná-f-tághá,,,he taught him,,,,SN001315,il lui a enseigné
XV000745,xed,tághá-ghá-tághá,,,he learned and went away,,,,SN001315,il a appris et parti
XV000746,xed,tághá-w-tághá,,,he learned fast,,,,SN001315,il a appris vite
XV000747,xed,tághà-k-tághà,,,he learned and came back,,,,SN001315,il a appris et retourné
XV000748,xed,tághá-ná-tághá,,,one has to teach him,,,,SN001315,apprendre d’avantage
XV000749,xed,tágh-ú-tághá,,,to learn everything,,,,SN001315,apprendre tout
XV000750,xed,tághá-f-tághá tá ɗáxà kèkì,,,she learned to sew on a sewing machine,,,,SN001315,elle a appris coudre sur une machine a coudre
XV000751,xed,mà tágh-ká tá skál-á m`ndú,,,don’t learn the dance of others i.e. go your own way,,,,SN001315,ne eprends pas la dance de autrui
XV000752,xed,túkwá-f-túkwá,,,shake and gather,,,4c616c6363e253c7658b774b32a85679,SN001319,secouer et ramasser
XV000753,xed,túkwà-gá-ghà-túkwà,,,shake and bring,,,bc6ea16ec1547241bef0b66c765abdde,SN001319,secouer et apporter
XV000754,xed,túkwá-gá-túkwà,,,secouer et apporter vers ici,,,,SN001319,secouer et apporter vers ici
XV000755,xed,túkwá-k-túkwà,,,secouer vers ici,,,db234a5e1b3cfa0c1b265ca3e387d989,SN001319,secouer vers ici
XV000756,xed,túkwá-m-túkwá,,,shake the dust,,,,SN001319,secouer la poussière
XV000757,xed,túkwá-p-túkwá,,,shake out,,,,SN001319,secouer tout
XV000758,xed,túkw-ín-túkwá,,,secoue,,,,SN001319,secoue
XV000759,xed,túkw-ú-túkwá,,,shake throughly,,,,SN001319,secouer
XV000760,xed,tàlá-p-tàlá tá vɗú,,,he sharpened a sickle,,,,SN001323,il aguisé le faucile
XV000761,xed,tàl-ú-tàlá vɗú,,,the sickle is well sharpened,,,,SN001323,le faucile est bien affûtée
XV000762,xed,tán-tán vàzák tá lá-ghà tántán,,,It is Rooster that arrived first.,,,,SN001332,C’est le Coq qui est arrivé le premier
XV000763,xed,tíngìl vàzák tá lá-ghà,,,rooster arrived first,,,,SN001337,le Coq arriva en premier
XV000764,xed,tá-ná-ghá-tá,,,to add more,,,2e6eb2b64370c991936dc0aa6179f075,SN001341,ajouter
XV000765,xed,tà-ná-w-gh-tà,,,to diminish (comes from ‘take from the top’),,,,SN001341,diminuer la quantité d’un liquide; (vient de ‘prendre le dessus de’)
XV000766,xed,tápá-ná-tápá tá ɗálì,,,he tasted the sauce,,,,SN001343,il a goûté la sauce
XV000767,xed,tápá-n-tápá tá ɗálì,,,he tasted the sauce a little bit; the transitive predication ungrammatical without 'ná' or 'n',,,,SN001343,il a goûté un tout petit peu de sauce; prédication transitive agrammaticale sans 'ná' ou 'n';
XV000768,xed,tápí-xà-tápà,,,he touched me (sexually),,,,SN001343,il m’a touché (sexuellement)
XV000769,xed,táwá-f-táwá ú’wà,,,the milk fermented,,,,SN001350,le lait a fermenté
XV000770,xed,táwá-ná-f-táwá tá ú’wà,,,he fermented the milk,,,,SN001350,il a fermenté le lait
XV000771,xed,táwú-táwá ú’wà,,,the milk is already fermented,,,,SN001350,le lait a déjà fermenté
XV000772,xed,táwá táwá zwàŋ,,,the child cried,,,,SN001351,l’enfant a pleuré
XV000773,xed,táwá-ná-táwà tá zwàŋ,,,he made the child cry,,,,SN001351,il a fait pleurer l’enfant
XV000774,xed,táw-ú-táwá zwàŋ tá táw,,,the child cried already,,,,SN001351,l’enfant avait déjà pleuré
XV000775,xed,táwì-ɗá-ghá-táwà,,,he found me,,,,SN001352,il m’a trouvé
XV000776,xed,táwà-ná-ghá-táwà tá hlà,,,he found a cow,,,,SN001352,il a trouvé une vache
XV000777,xed,táwà-ná-ghá-táw-í tà nzà-kú,,,I found him sitting; see 'zbà': search,,,,SN001352,j’ai l’ai trouvé assis; voir 'zbà': chercher
XV000778,xed,tàxá-f-tàxá tá táw,,,he started crying,,,,SN001354,il s’est mis à pleurer
XV000779,xed,tsá mndú-xà yá tá tàxá-f-tá sá-ghà,,,These people are the first to arrive,,,,SN001354,ces gens sont les premiers arrivés
XV000780,xed,tàxá-f-tàxá ndá ɗálì,,,start with a sauce,,,,SN001354,commencer par la sauce
XV000781,xed,"tá, mà vl-í-ká tá ghzú",,,do not give me beer!,,,,SN001361,ne me donne pas de bière!
XV000782,xed,vl-íxà-tà xwáyá tá vl-í-xà-tà tá bàlóŋ,,,Xwaya gave me a ball,,,,SN001361,Hwaya m’a donné un ballon
XV000783,xed,vrá-gh-ú-vrá tà lúmá,,,he returned to the market,,,,SN001371,il est retourné au marché
XV000784,xed,vrà-gá-ná-tá tsá màrkw-í-íŋní ká-’á,,,"I will make my wife return (to us), he said",,,,SN001371,Je vais faire revenir ma femme (chez nous) dit-il
XV000785,xed,"vrà-gá-vr-í, vrà-k-vr-í",,,I returned,,,,SN001371,je suis rentré
XV000786,xed,vrà-gá-vr-í dzághà,,,I returned home,,,,SN001371,je suis rentré à la maison
XV000787,xed,vrà-gá-f-vrà,,,return,,,4140970f221d063d6200217849ae4315,SN001371,"retourne, remonte, rentre"
XV000788,xed,vrə̀-gl-à-ná-f-vrá-lú,,,one has started,,,,SN001371,on a commencé
XV000789,xed,kà vrà-gá-tá ì ngax ngax,,,Ngah-ngah and his people returned,,,,SN001371,Ngah-ngah et ses gens sont revenus
XV000790,xed,kà vrə̀-glà-k-tá xə̀n . . .,,,and they returned again,,,,SN001371,et ils son retourné encore une fois
XV000791,xed,vwàx á xyá,,,cornfield,,,140736efe5f40e6e3795523f17f04562,SN001373,champs du mil
XV000792,xed,vwàxá blíwá,,,field of sweet potato,,,b103d5ff7a4bb346d229ebb0fa97642a,SN001373,champ de patate douce
XV000793,xed,vwàxá ùrná,,,peanuts field,,,f4ac18048b0e92b37b35268bf6521509,SN001373,champ d’arrachide
XV000794,xed,vwàxá mákú ndá ghwàndàlá,,,sesame and peanut field,,,4703009695d69d319644919645a684b2,SN001373,champ de sesame et d’arrachide
XV000795,xed,vzà-gá-f-vzà,,,to throw from below up,,,a30519cb6d69d2ca2e5c7416150e85cd,SN001378,jeter de bas en haut
XV000796,xed,vzá-gh-ó-vzá,,,to throw back,,,f8d086701b3b6888d4676a695219a293,SN001378,jeter en arrière
XV000797,xed,vzá-ná-vzá,,,to throw for somebody,,,bb9c6f3017b91a3591bfc014b13505e0,SN001380,jeter pour quelqu’un
XV000798,xed,vzá-vzá,,,to throw and leave,,,f4674d62bd33956369983b5ef038d7ac,SN001380,jeter et laisser
XV000799,xed,vz-ìŋ-vzà,,,to throw away,,,6cf31f05482456792a27fa2a81ba312c,SN001380,jeter au loin
XV000800,xed,và-f-và vù,,,the fire lit up,,,,SN001382,le feu s’est allumé
XV000801,xed,v-í-n-và,,,he lit,,,,SN001382,il a allumé
XV000802,xed,v-í-n-vá-ká,,,did you light up?,,,,SN001382,as-tu allumé?
XV000803,xed,v-í-n-và tá vú,,,he lit a fire,,,,SN001382,il a allumé le feu
XV000804,xed,kà và-m-tá vú,,,and he lit the fire,,,,SN001382,et il a allumé le feu
XV000805,xed,vàghà-vághá,,,"to spend a day, time",,,,SN001385,"passer un jour, un temps"
XV000806,xed,vàghà vàghà fìtìk hkǝ́ŋ,,,he spent three days,,,,SN001385,il a passé trois jours
XV000807,xed,vàl-à-vá-vàl-í,,,"I jumped (e.g., seeing a snake, I jumped)",,,,SN001390,j’ai sauté (par exemple en voyant un serpent)
XV000808,xed,vàl-àdáp-vàl-í dá xàdà á,,,I jumped until there,,,,SN001390,j’ai sauté jusquelà
XV000809,xed,vàl-à-vá-vàl-í,,,I jumped (over a rope),,,,SN001390,j’ai sauté (par-dessus une corde)
XV000810,xed,vàl-á-m-vàl-í,,,I jumped in,,,,SN001390,je suis entré en sautant
XV000811,xed,vàl-à-dá-m-vàl-í,,,I jumped in there,,,,SN001390,I jumped in there
XV000812,xed,vàlá-p-vàlà tá gù,,,he jumped over a goat,,,,SN001390,il a sauté par-dessus la chèvre
XV000813,xed,vàlà-f-vàlà tà gù,,,he jumped on a goat,,,,SN001390,il a sauté sur la chèvre
XV000814,xed,vàlá-ná-f-vàlá,,,to make somebody jump on,,,,SN001399,faire qulqu'un sauter sur
XV000815,xed,"víxá-p, víxà -n víx-ín-víxà tá xìyà",,,he sifted corn,,,,SN001414,il a vanné le mil
XV000816,xed,tsá mndú-xà tá wù-tsí yá,,,people that he has gathered,,,,SN001420,les gens qu’il a rassemblés
XV000817,xed,wù-gá-ná-p-tá ghùzú tá xə̀ŋ,,,one brings them beer,,,,SN001420,on leur a apporté de la bière
XV000818,xed,"wày, wànáftà, wá-ná-f-wá ná máhláká-ɗá ná",,,Surround my house with a wall,,,,SN001427,entoure ma maison avec un mur
XV000819,xed,wá-ná-f-wà tá xgà-ɗá,,,he walked around my house,,,,SN001427,il a fait le tour de ma maison
XV000820,xed,tà wùd-áy-wùd-áy-xə̀n tá wùdá,,,they are fighting (they are fighting against us/him etc.),,,,SN001432,"ils sont en train de se battre (ils se battent contre nous, contre lui, etc.)"
XV000821,xed,wùɗàwùɗà tá kúkù,,,he killed a pidgeon,,,,SN001437,il a tué un pigeon
XV000822,xed,wúɗ-íŋ-wúɗà tá lgùt,,,he threw away cloth,,,,SN001438,il a jeté le vêtement
XV000823,xed,wígì-ŋ wà,,,take everything out,,,,SN001442,prendre tout
XV000824,xed,wúyá-f-tá tsá tsú’úŋ yá,,,to worship the stone,,,,SN001453,rendre un culte à une pierre
XV000825,xed,wúyá,,,worship!,,,,SN001453,rends un culte!
XV000826,xed,xdí xà tà dzrá gwàɗá mìstá tsínìk,,,Hdi sitting under a mahogany tree settling a dispute,,,,SN001461,Hdi assis sous un caïlcédrat pour régler un litige
XV000827,xed,xgà-ní,,,his name,,,,SN001464,son nom
XV000828,xed,xgà-ɗá,,,my name,,,,SN001464,mon nom
XV000829,xed,xgá-ní,,,his house,,,,SN001465,sa concession
XV000830,xed,xgá-ɗá,,,my house,,,,SN001465,ma concession
XV000831,xed,xgà-xgá yàghí tá krì,,,Squirrel invited Dog,,,,SN001466,l’Écureuil invitait le Chien
XV000832,xed,xgà-gá-f-xgà,,,call him up here,,,,SN001466,appelle-le pour qu’il monte ici
XV000833,xed,xgà-xgà,,,they called him to come,,,,SN001466,ils l’ont appelé pour qu’il vienne
XV000834,xed,xgà-n-tì í tá ùvá wà ká yàghí,,,“I will not invite the cat” said the squirrel.,,,,SN001466,"“je n’inviterai pas le Chat”, dit l’Écureuil"
XV000835,xed,xlá,,,gather!,,,6e518ad6022569b68c483bf4b7fd3310,SN001470,ramasse!
XV000836,xed,xlá-f xla´-xlà xla´-ùtà-ni,,,gathered,,,,SN001470,gathered
XV000837,xed,xlá-ghá-xlá,,,to gather and leave,,,107ae37606c1f403c778923e808dd891,SN001470,ramasser et partir
XV000838,xed,x-á-n-áy,,,slaughter many,,,,SN001472,égorger beaucoup
XV000839,xed,snà-n-sn-íyù tá xn-áy-tá n tá hlà,,,I heard that they slaughtered a cow; see 'xná': slaughter,,,,SN001472,j’ai entendu dire qu’ils ont égorgé un bœuf’; voir 'xná' égorger
XV000840,xed,xpàɗá tá úrnà,,,chew the peanuts,,,,SN001474,croquer des arachides
XV000841,xed,xrf-ú-xrfá,,,he got tired,,,,SN001476,il est fatigué
XV000842,xed,xrf-ú-xrfá-mù,,,we got tired,,,,SN001476,nous sommes fatigués
XV000843,xed,xrf-íɗí-s-xrfá,,,he tired me,,,,SN001476,il m’a fatigué
XV000844,xed,xrf-íní-s-xrf-íi,,,I tired him,,,,SN001476,je l’ai fatigué
XV000845,xed,xrfá-ná-xrfá,,,"it tired him, indirect object cannot be added",,,,SN001476,"ça l’a fatigué, on ne peut adjoindre d’objet indirect"
XV000846,xed,xwáyá-f-xwáyá,,,get up to run from,,,,SN001484,s’enfuir de
XV000847,xed,xwáyà-gá-ghà-xwáyà,,,run from there here,,,,SN001484,s’en aller de là-bas pour venir ici en courant
XV000848,xed,xwáyá-ghú-xwáyá,,,to escape,,,,SN001484,"se sauver, s’échapper"
XV000849,xed,xwáyá-ghá-xwáyá,,,to escape and go away,,,,SN001484,s’enfuir
XV000850,xed,xwáyá-gh-ó-xwáyá,,,to escape,,,,SN001484,s’être enfui
XV000851,xed,xwáyà-k-xwáyà,,,to run towards here,,,,SN001484,courir vers ici
XV000852,xed,xwáyá-m-xwáyá,,,to run inside,,,,SN001484,entrer à l’intérieur en courant
XV000853,xed,xwáyá-ná-ghá-xwáyá,,,to run again,,,,SN001484,courir de nouveau
XV000854,xed,xwáyá-p-xwáyá,,,to escape by running,,,,SN001484,s’être échappé en courant
XV000855,xed,tà xwáy-áy-xwáy-áy-xə̀n,,,they are running,,,,SN001484,ils sont en train de courir
XV000856,xed,xábá-f-xábà tá lgùt,,,he attached the cloth,,,,SN001490,il a attaché le vêtement
XV000857,xed,mà xúɗí,,,the interior of the belly,,,,SN001496,"l’intérieur du ventre, les viscères"
XV000858,xed,tà xíɗá-y tá xíɗá-kw índà fìtík,,,he enjoys himself all the time,,,,SN001499,il s’amuse tout le temps
XV000859,xed,ndá xíɗá,,,a wise person,,,,SN001500,une personne sage
XV000860,xed,tsá mndú yá tà xàní dágálá,,,that man sleeps a lot,,,,SN001518,cet homme dort beaucoup
XV000861,xed,xáná-xánà tá hlà-xà,,,he slaughtered cows,,,,SN001521,il a égorgé des vaches
XV000862,xed,xànà-m-xànà,,,to lie inside,,,,SN001522,être couché à l’intérieur
XV000863,xed,xànà-ná-ghá-xànà,,,to lie on top,,,,SN001522,être couché dessus
XV000864,xed,xànà-ná-xànà,,,make somebody lie,,,,SN001522,fair coucher quelqu'un
XV000865,xed,xàná-p-xàná,,,sleep,,,,SN001522,dormir
XV000866,xed,xàvá-p- xàvá-kà tá ‘írà,,,do you remember me?,,,,SN001535,tu te souviens de moi?
XV000867,xed,xúxúrà-f- xúxúrà tá ghrùm tá sú,,,he made a hole in a tree,,,,SN001536,il a fait un trou dans un arbre
XV000868,xed,xùzlà-xà,,,"things, good",,,,SN001540,"objets, bagages, affaires"
XV000869,xed,xùzlà xà skálú tà dzáw lú tà lúmá,,,dance ornaments at the market,,,,SN001540,parures de danse au marché
XV000870,xed,xú’wá-xú’wá tá xpú tà xúnà,,,she ground flour on a grinding stone,,,,SN001541,elle a moulu la farine sur une meule en pierre
XV000871,xed,xú’ú-xwá,,,it is already ground,,,,SN001541,c’est déjà moulu
XV000872,xed,xú’w-áná-xú’wà,,,she ground for him,,,,SN001541,elle a moulu pour lui
XV000873,xed,xí’ídá xí’ídá,,,he bit him,,,,SN001545,il l’a mordu
XV000874,xed,"yá-yà-yá-yà, yà-f-yà",,,give birth,,,f177ef01c8deea22eda61e402a6ae4d2,SN001551,donner naissance (à plusieurs reprises)
XV000875,xed,yá-yà tá mákwà,,,she gave birth to a daughter,,,,SN001551,elle a donné naissance à une fille
XV000876,xed,yà-gá-f-yà,,,give birth and come,,,,SN001551,accoucher et venir
XV000877,xed,yà-gá-ghà-yà,,,give birth and bring,,,40a7e4260a04c40629a6073a63356bae,SN001551,accoucher et apporter
XV000878,xed,y-ù-yà tsá fù yà,,,"this tree multiplied, this yield a lot",,,,SN001566,"cet arbre s’est multiplié, celui-ci produit beaucoup"
XV000879,xed,ldrá ldrà,,,to pierce,,,,SN001579,percer
XV000880,xed,zlə̀mbà-zlə̀mbà,,,"he threw stones, he fell",,,,SN001580,il a lancé des pierres et il est tombé
XV000881,xed,zlə̀mbà-w-zlə̀mbà,,,"it fell on the ground, on its own",,,,SN001580,c’est tombé tout seul
XV000882,xed,zlə̀mbà-gá-ghà-zlə̀mbà,,,fall in here,,,,SN001580,tomber par ici
XV000883,xed,zlə̀mbàghwzlə̀mbà,,,fall on its own,,,,SN001580,tomber tout seul
XV000884,xed,zlə̀mbà-k-zlə̀mbà,,,fall in here,,,,SN001580,tomber vers ici
XV000885,xed,zlə̀mbà-m-zlə̀mbà,,,fall into,,,,SN001580,tomber dedans
XV000886,xed,zlə̀mbà-ná-ghá-zlmbà,,,fall on,,,,SN001580,tomber dessus
XV000887,xed,zlə̀mbá-ná-zlə̀mbá,,,he made it fall,,,,SN001580,il l’a fait tomber
XV000888,xed,zlə̀mb-íŋ-zlə̀mbà,,,make fall,,,,SN001580,faire tomber
XV000889,xed,zlgh-ày; zlghà-n- zlghà,,,he helped him,,,,SN001584,il l’a aidé
XV000890,xed,zlghà-f-zlghà,,,"receive, reply",,,,SN001584,"accepter, répondre"
XV000891,xed,zlr-ín-zlrà tá ìmí,,,he unplugged the water,,,,SN001588,il a débouché l’eau (i.e. le récipient d’eau)
XV000892,xed,"zl-íɗ-ìn-wá-zlá, zl-í-xà-",,,he released me (for my benefit),,,,SN001591,il m’a laissé partir (dans mon intérêt)
XV000893,xed,zlá-ŋ-nàn-wá-zlá ká-xə̀n,,,"“leave (Pl) it for us,” they said.",,,,SN001591,“laissez nous ça!” dirent-ils
XV000894,xed,kà zlá-ná-vá-tá kúkù,,,and pigeon left it,,,,SN001591,et le pigeon laissa la chose
XV000895,xed,zlíbá mbùlúx,,,leather bag,,,977fecac6a9a41ad834f270e63d55d00,SN001592,sac en cuir
XV000896,xed,zú-úú-zá,,,let us eat!,,,,SN001618,mangons!
XV000897,xed,zà-p-zà,,,it has been forgotten,,,f6b5c12f514ce46e4b199fdecbc078a6,SN001619,on l’a oublié
XV000898,xed,zà-ná-pzà tá krá-nì,,,he forgot his dog,,,,SN001619,il a oublié son chien
XV000899,xed,zà-k-zà,,,he ate and came,,,,SN001620,il a mangé et il est venu
XV000900,xed,z-á-z-ú-z-á-zà,,,he ate everything,,,,SN001620,il a tout mangé
XV000901,xed,z-á-zà tà z-áy-z-áy tá ɗàfá,,,he is eating mush,,,,SN001620,il est en train de manger la boule
XV000902,xed,z-ú-zà,,,he ate up,,,,SN001620,il a tout mangé
XV000903,xed,zá-p-zà,,,he ate up something (he emptied the container of the food),,,,SN001620,il a vidé le plat en mangent
XV000904,xed,zá-ghá-zá,,,he ate and went,,,,SN001620,il a mangé et il est parti
XV000905,xed,zá-ghú-zá,,,he ate the upper part of the food,,,,SN001620,il a mangé le dessus de la nouriture
XV000906,xed,zà-ná-ghú-zá ɗwàk tá dzúmá,,,the termites have eaten part of the hay,,,,SN001620,les termites ont devoré une partie du chaume de la toiture
XV000907,xed,zú-z-ì,,,I ate up,,,,SN001620,j’ai tout mangé (j’ai mangé dans mon ventre)
XV000908,xed,zá-ghú-zá ɗwàk tá mndrá-ní,,,the termites have eaten its bottom (the rest is there),,,,SN001620,les termites ont devoré le bas (le reste est là)
XV000909,xed,zì-á-n-zí-íyù tá drá-kú-á-ní,,,I smelled it burn,,,,SN001658,jai le senti bruler
XV000910,xed,ì krì ndá pákáwá ghúvì,,,dog and hyena,,,,SN001671,le chien et l’hyene
XV000911,xed,ùvá dàzán,,,a type of cat,,,4c4f27eb5595e6cdccf3893c1bb1e9d6,SN001691,variété du chat
